Entry	Mass
P32696	9,023
P52076	24,678
P24241	51,026
P0ACQ0	36,612
P05824	61,396
P33229	7,019
P76161	27,926
P0A7W7	14,127
P0ACA3	24,305
P75853	34,558
P16525	35,783
P0A890	9,095
P17993	26,555
P42604	54,093
P15373	12,359
P0A8T1	31,877
P55799	25,098
P69808	11,735
P32154	51,120
P30850	72,491
P10100	37,528
P0ADX9	21,678
P76273	53,228
P76145	29,006
P0AA41	29,666
P52108	26,704
P38105	36,564
P07014	26,770
P00960	34,774
P0A847	42,594
P0AGI8	50,368
P38683	37,865
P00895	57,494
P0AAD4	42,819
P42597	19,483
P37903	16,017
P0AGA6	20,889
P16679	24,705
P76611	5,438
P07000	38,978
P0AA47	49,538
P37760	32,694
P37014	34,923
P0A7U7	9,684
P0ABZ6	47,284
P0AGM5	30,841
Q46802	66,096
P71242	47,344
P71243	45,362
P04825	98,919
P0A6E9	24,981
P0ABL8	23,619
P0ACZ8	25,395
P21693	49,188
P75801	49,873
P76251	40,315
P03004	52,551
P0AGB0	35,043
P38052	18,223
P39363	15,638
P16456	36,687
P32143	31,728
P0AG14	39,366
P32141	31,983
P0AGE4	43,478
P39394	12,203
P27242	41,729
P37665	22,197
P77783	89,987
P76576	22,176
P23305	26,729
P76550	29,751
Q47688	43,739
P64622	7,452
P0A8C8	9,381
P25747	43,394
P0AB46	11,852
P31063	14,983
P0ABT8	32,866
Q46840	44,674
P0ABD1	52,881
P33344	10,137
P0A8Z7	21,642
P0A7W1	17,603
P37678	23,445
P10906	31,500
P27836	27,928
P0DSE9	1,882
P0A9U8	43,002
P0AAC6	23,363
P76097	51,043
P33666	87,130
P0AB55	10,602
P77795	37,041
P0AFR7	33,225
P0ACX0	12,323
P0AAL6	22,367
P77460	21,121
P77717	19,431
P33668	14,152
A5A617	3,236
P37597	43,367
Q47147	28,636
P75737	18,282
P77596	69,399
P75770	35,860
P33222	45,020
P0DPO5	7,383
P39351	12,161
P0ADM8	27,647
P0ADM4	11,826
P31467	24,664
P39393	103,403
P11290	40,524
P24197	29,903
C1P5Z9	4,122
P0DSF0	4,937
P0ADX5	6,599
V9HVX0	6,881
P09163	16,447
P37626	38,828
P67660	33,256
P32685	10,532
P64616	10,796
P75973	11,458
P24238	22,704
P76510	18,766
P0ADS2	12,594
P0ADE2	8,072
P39317	35,935
Q2EET0	5,315
P77611	80,172
P0AEV1	37,302
P0AAH8	30,571
P76136	7,272
P0A823	26,229
P38392	19,244
P09158	32,321
P45530	10,718
P0AG11	15,063
P67153	23,847
P0AD40	8,415
P07913	37,239
P76562	74,893
P77718	54,973
P0ADA1	23,622
P39305	32,007
P04152	47,680
P43672	72,067
P75988	15,769
P0AB14	8,524
P77337	45,923
P77402	34,894
P0A8E1	21,226
P0AB35	18,920
P0ACW8	5,792
P58094	6,338
P0AAR3	17,093
P37016	21,112
P76176	29,277
P0DSE3	1,806
P0AAS7	7,390
P68661	10,348
P75910	38,668
P0AAU7	11,280
P75683	50,632
P71297	15,815
P77736	21,687
P75691	37,978
P75682	32,530
P52696	36,058
P75783	81,904
P75806	22,399
P0AAY4	9,971
P39410	49,757
P39389	53,047
P25728	13,940
P39384	42,743
P0DSH3	8,757
P46141	12,017
P32128	52,637
P76543	25,143
P46126	11,805
P45545	38,599
Q46861	83,478
P0DSG7	1,043
P33924	91,202
P25714	61,526
P42603	20,512
P32703	60,523
P37621	42,156
P0AF43	59,467
P0AF56	25,079
P0ADQ5	8,408
P64526	6,959
P32700	10,303
P64594	17,836
P0A8C4	21,230
Q46803	44,187
P0ACU7	21,931
P45508	131,153
Q46843	26,347
P64614	9,196
P77616	28,492
P0A8A0	26,423
P0AGB3	32,469
P0ADZ4	10,269
P02358	15,703
P77285	21,912
P0AA43	25,865
P60651	33,557
P77754	18,199
P0C0K3	38,120
P77529	48,662
P05847	32,734
P0A8F4	24,353
P67444	49,108
P76012	16,695
P25743	23,521
P38055	50,318
P31808	27,933
P31827	89,283
P45848	71,289
P76123	36,241
P77716	31,250
P76049	33,659
Q47679	28,925
P71296	32,679
P39901	7,821
P24252	20,211
P64442	5,897
P39221	5,737
P76116	38,613
P0ADJ3	7,018
P76138	6,880
P39283	11,819
P76117	23,321
P76170	12,909
P33366	21,445
P37681	27,414
A5A625	12,340
P55138	54,177
P43667	12,024
P31435	50,948
P07021	17,245
P76569	13,399
Q79E92	12,857
P45769	28,574
P0ADI9	23,791
P09162	14,447
P46855	44,231
P32694	26,673
P27375	21,131
P0A8K8	32,839
Q46791	16,577
P33342	26,589
P76505	40,249
P0ACY9	10,717
P0ADW3	14,961
P0AD05	25,039
P76639	52,753
P33354	16,594
P52060	10,456
A8DYQ1	4,779
P11291	17,342
P0DSH0	2,925
C1P610	2,704
P00959	76,255
P0A858	26,972
P0ABV6	15,383
P0ADN0	55,907
P0AAB8	16,293
P21367	23,100
P0AAP7	11,424
P77539	38,732
P77171	33,402
P0ACW2	8,696
P0A8L7	12,687
P75818	18,991
P37325	33,057
P0ACX3	11,288
P64471	8,891
P37050	20,118
P64474	9,359
P0AAS5	29,597
P69348	10,216
P0DPO9	2,308
P0DPO7	4,711
P0AGM2	22,048
P60632	14,579
P37674	17,516
P45564	29,233
P0A8H6	19,059
Q2M7X4	11,070
P64508	5,212
P45766	37,021
P64624	26,821
P0DPO2	5,971
P31064	44,429
P76369	34,169
P76091	33,054
P76633	28,042
P64592	13,456
P76093	49,563
P67244	18,641
Q46811	115,582
P42913	20,744
P45469	23,198
P45771	19,871
P0A9X1	27,867
P0AC51	19,254
P06992	30,420
P58041	6,690
P37194	20,964
P77689	46,823
P00904	56,870
P0AAB4	55,604
P10907	39,524
P0AGC0	50,607
P31434	88,079
Q46801	16,922
P27829	45,839
P27828	42,245
P0AAH4	37,661
P00961	76,813
P0AFQ7	29,809
P77519	10,736
P75822	53,707
P76165	10,976
P77389	40,064
P75736	28,437
Q47158	17,555
P0AA99	28,021
P30149	28,244
P12994	17,085
P41039	9,756
P0AB31	8,443
P0A9U3	59,858
P39295	23,352
P37660	47,258
P39369	37,997
P0DP21	12,078
P77129	44,979
P76356	14,467
P31463	36,882
P0AD17	21,691
P0ACR7	33,903
P0DPN2	3,234
P56257	8,767
P0AF45	7,386
P37627	61,164
P0AD27	67,296
P76318	24,979
P37635	29,450
P76334	13,838
P76393	71,639
P0ACY3	74,480
P42619	14,102
Q46871	28,872
P76657	23,087
C1P620	3,618
P0DSH7	2,140
P14377	51,032
P0ADR0	15,590
P0A9V8	31,158
P0AGD7	49,787
P31122	42,538
P69423	28,876
P05719	51,395
P42630	48,522
P0AGG2	31,966
P0A8I5	27,307
P0AED5	23,893
P37388	56,470
P0A9M5	16,971
P27833	41,901
P0A7V3	25,983
P0A812	37,174
P0A927	33,589
P76373	43,657
P0CE44	49,908
P36667	31,061
P0ACD2	19,962
P56258	40,640
P37669	37,570
P0AAQ6	13,318
P36881	16,540
P75749	26,954
P75672	27,244
P77554	50,549
P75694	9,895
Q47151	28,785
P0AAV8	37,060
P0AAC4	25,902
P0AF73	7,166
P37642	37,911
P77688	13,916
P39352	44,104
P31437	33,113
P0DSE8	2,707
A5A618	2,998
P0AD37	12,720
P39376	34,711
P76172	10,477
Q2M7R5	7,995
P75675	9,820
Q47685	18,099
Q9XB42	8,581
P52127	62,007
P0ADU2	11,532
P39274	10,468
P0ADQ2	37,094
P76319	17,891
Q46911	53,737
P76498	30,260
P11664	27,132
P76466	23,767
P67762	16,776
P45424	17,038
P76462	28,304
P77775	32,699
P64506	12,378
P67087	31,348
P46850	45,222
P27306	51,560
P77515	32,902
P0A867	35,659
P37025	19,934
P30136	70,850
P62601	63,697
P46923	88,964
P39453	101,024
P0AED0	16,066
P0AAC0	35,707
P77378	33,770
P76121	20,967
P76069	13,473
P77588	32,070
P0AAR8	12,704
P77564	24,421
Q47269	17,433
P0AFN6	28,516
P0AAS3	16,939
P0A9U1	63,132
P77393	31,793
P39338	44,900
P39368	19,957
P0DPN4	3,258
P39409	31,491
P77374	89,780
P22787	55,146
P27848	29,708
P27842	14,549
P46474	139,053
P52125	24,561
P75992	10,345
P33030	36,113
P42591	40,099
P0ADX1	14,517
P0AEH1	49,071
P58042	6,761
P62395	18,880
P0AFY8	20,315
P77649	54,382
P77667	13,300
P0A843	7,024
P0AE01	27,048
P0A884	30,480
P0AGF4	53,608
Q46800	31,557
P0AB06	20,354
P76137	41,616
P77216	47,827
P77503	38,652
P0AAR5	14,770
P31058	44,899
P0AAU5	12,557
P77627	27,736
P75914	26,891
P0AA97	20,877
P0DPM5	1,758
P77700	34,866
P77657	24,471
P0A800	10,237
P0AGL7	26,978
P33026	42,746
P64559	10,547
P0AGD1	17,681
P0A905	15,602
P80644	21,253
P00957	96,032
P30137	23,015
P76423	27,339
P0AB18	12,410
P60340	35,087
Q46814	103,519
P0AB12	16,275
P0A8E7	18,344
P76111	15,855
P37757	32,319
P77730	52,793
P31679	48,667
P76156	16,497
P0A9T8	24,533
P77746	34,397
P0AAT9	18,797
P33669	10,052
P37049	29,863
P0AFV0	41,988
P0ADM0	12,779
P0ADK6	31,874
P39391	58,553
P37342	58,020
P37683	41,771
P76544	9,206
P0ADK8	13,696
P65290	17,705
Q46905	9,662
P0A8Y5	29,721
P77619	47,752
P09996	13,787
P0DSG1	2,162
P37908	48,044
P52135	17,099
P64545	7,462
P0CF86	11,824
A5A611	6,518
P52138	64,196
P0AD21	12,525
P0DPO1	3,823
P28912	43,146
P0AA73	34,963
P0AAA5	8,727
P0DSG2	5,220
P76389	59,450
P76275	7,315
P39310	23,505
P39328	35,659
P0AE48	12,866
P65367	16,274
P52143	157,500
P0AGH5	31,548
Q46927	28,562
P11868	43,384
P31550	36,163
P45463	35,315
P39177	15,935
P00944	49,742
P37751	43,188
P27832	24,220
P75991	8,769
P77735	36,420
P76076	11,878
P64463	7,276
P0AFR4	23,212
P77598	16,414
P77779	55,232
P0AAU2	8,275
P77219	17,311
P75810	41,852
P77309	32,483
P37640	22,604
C1P600	2,657
Q47719	15,067
P0AF82	9,949
P0DSF4	6,371
P32106	18,079
P0DPC9	7,141
P76575	7,994
P0ACV8	9,321
P0AD24	8,288
P32687	23,755
Q6BEX5	13,469
P46852	26,279
P76347	248,569
P32160	21,763
P39263	54,797
P32134	36,942
P0AF34	16,542
P46144	25,904
Q46797	29,513
Q46787	19,093
P75968	27,579
P46857	10,613
Q7DFV4	12,008
P64636	25,399
P64567	4,859
Q46943	18,720
P0AFX9	35,750
P0ADG4	29,172
P0A8N3	57,603
P0A9T4	38,500
P33570	73,043
P36662	22,574
P14294	73,217
P0ADP7	22,153
Q46820	69,089
P39160	53,580
P0A930	41,910
P76204	27,046
P46122	19,560
P76103	40,583
P21363	18,961
P77789	18,949
P39831	27,249
P77301	29,902
P76164	5,881
Q47138	35,071
P77296	20,915
P0AFP0	22,128
P77698	57,527
P0A8U2	29,992
P75916	17,074
P39356	36,112
P76169	11,920
P0ADD5	28,001
P39382	31,956
A5A619	6,218
P39383	27,255
P76208	20,367
P76628	41,655
P76228	40,346
P0DPP1	4,039
P78271	28,243
P76322	13,396
P0ADS9	26,429
P33346	138,068
P0AG84	31,488
P33352	42,119
P0DPP6	5,465
P77526	24,516
P0ADE8	36,094
P76692	10,129
P39336	69,578
P77223	20,544
P10408	102,023
P31436	43,493
P14081	68,867
P76194	15,800
O32583	7,311
P07024	60,824
P0A8P8	34,246
P71238	45,409
P09184	18,016
P45562	46,140
P76196	13,929
P64581	11,051
P0ADI7	20,452
P77360	38,051
P58033	7,861
P46187	16,639
P75894	21,570
P75715	35,696
P0A9E2	12,911
P77499	27,582
P0AFT2	24,801
Q57261	39,091
P0A887	28,073
P0A710	20,790
P67699	10,401
P0ACW6	8,878
P77546	28,128
P77156	34,360
P76043	38,217
P29010	6,842
P36879	34,647
P0A898	17,526
P37018	20,307
P77328	47,239
P77375	25,093
P0DSF5	3,906
P39360	29,877
Q2EES6	3,643
Q47268	3,644
P76537	20,898
P76224	56,243
Q2EES0	9,023
P0ADL6	13,768
P0DPN1	4,432
P0AA31	8,639
Q46909	48,234
P76296	18,885
P45470	18,858
P33359	25,515
P76243	13,386
P45465	14,798
P76524	39,624
P0AGC7	24,083
P0A8N5	57,827
P25397	22,531
P0AGG4	15,555
P28634	26,362
P0A873	28,422
P0AGM7	45,060
P0A698	103,868
P71239	27,894
P0ACX9	7,117
P52636	40,097
P76010	27,857
P76035	42,220
P77318	62,802
P76158	18,310
P0AGH3	36,038
P0A809	22,086
P30852	40,955
P0AFZ1	28,643
P11866	8,608
P0A870	35,219
P00934	47,114
P0AGG8	51,364
P09153	21,662
P02929	26,094
P45475	32,535
P0AAB2	16,709
P0AGM9	48,868
P0AAY1	14,536
P0A964	18,084
P0AEW4	30,938
P77359	55,682
P0A9Q9	40,018
P31125	32,324
P39280	38,750
P0AEJ4	50,334
P75780	81,960
P08190	17,317
P52613	17,307
P0AEL3	8,371
P27254	36,704
P09053	46,711
P08365	9,272
P37002	13,777
Q59385	87,873
P27838	12,231
P0AAP1	41,537
A5A624	3,021
P18777	30,826
P37349	51,449
P0AC44	12,868
P0ABT5	35,866
P23827	18,192
P0AC73	17,457
P04995	54,501
P68646	10,479
P26458	42,424
P76205	18,234
P05194	27,467
P76290	27,777
P0AEE3	37,581
Q47155	39,516
P0AEF4	25,453
P63746	11,650
P0ACZ2	16,386
P76551	49,599
P30130	96,482
P0AEL8	23,664
P04949	51,295
P07658	79,374
P80668	53,699
P68767	54,880
P0A9H5	21,999
P37652	86,024
P75925	20,736
P0A6I6	17,837
P76128	57,641
P0A6Y8	69,115
P27296	81,440
P77488	67,617
P36655	61,795
P0ACC3	12,100
P68644	45,703
P39264	19,373
P52614	39,312
P06709	35,312
P0AE63	8,945
P08368	26,125
P29018	65,056
P67826	26,762
P77802	91,229
P38101	21,248
P75901	30,292
P52600	56,001
P27303	42,736
P0ADI4	32,554
P36547	40,160
P0ACZ4	22,690
P29012	38,845
P77757	36,339
P00722	116,483
P31801	39,168
P36561	26,386
P28307	15,049
P27111	32,961
P0AEF0	27,935
P46133	54,886
P33363	83,460
P31468	16,683
P32144	28,507
Q6BF16	21,391
P08622	41,100
P0AB83	23,562
P15047	26,250
P33234	29,007
P75681	13,093
P77610	54,233
P15993	49,690
P0ABM9	39,089
P0AE91	17,108
P36562	36,987
P08506	43,609
P24228	51,798
P77211	50,270
P08202	56,074
P0DSE4	3,681
P76472	33,112
P0A9I1	33,110
P0A6I3	36,360
P0C0V0	49,354
P18775	90,399
P0AA89	53,178
P0AC13	30,615
P31680	30,579
P33371	35,199
P0AB24	41,138
P76540	17,893
P75747	36,884
P15770	29,414
P23325	82,598
P76460	47,528
P0AD99	46,209
P69228	27,656
P63264	11,512
P17411	50,513
P0ABH7	48,015
P0A6G7	23,187
P0AA84	47,634
P36649	56,556
P45428	48,831
P77622	34,621
P18776	22,869
P46068	35,332
P50465	29,845
P77468	95,677
P0AG24	79,342
P76162	39,260
P0AAS9	7,467
P64435	7,624
P76185	31,496
P0A8K5	7,214
P37008	13,184
P75764	81,505
P77187	55,581
P77169	27,859
P75769	26,123
Q2EEU2	9,734
P76146	34,809
P0AF76	14,935
P0AG27	15,596
Q46908	28,720
P39381	41,361
P31470	26,279
P76223	42,845
P0ADK0	25,663
P0ADM6	24,170
P75976	20,212
P64557	28,650
P76396	24,218
P0ADV5	37,129
P0AF40	13,024
P76471	18,610
Q46844	25,356
P75971	10,963
Q46833	32,058
P77173	36,475
P39332	14,590
P0AF50	13,519
P0AFZ5	18,801
P33227	19,284
P07464	22,799
P64479	10,865
P0ACW4	5,860
P64451	24,427
P75821	38,086
P29009	4,688
P45736	13,989
P77376	38,257
P77634	30,841
P77147	29,341
P31666	46,315
Q47149	10,847
P0DP63	7,969
P28915	21,961
P0AB26	20,500
P0A8X2	20,912
Q47684	11,940
P0AAW1	28,790
P0AAX3	8,568
P75809	30,196
P0DPM6	1,690
C1P604	2,665
P39354	8,821
P76150	42,841
P39308	29,739
P39385	48,242
P0DPP0	3,193
P67553	26,507
P24203	35,660
P27837	50,399
P37630	37,657
P76402	12,024
P37631	43,741
P0DPP3	6,767
P42626	45,361
P0A8B2	21,013
P37327	34,503
P76507	51,484
P52037	25,938
P64588	23,401
P76481	63,634
P76482	35,931
Q2M7M3	11,336
P75757	34,678
P64596	20,028
P75792	30,413
P0ADE4	64,796
P68398	18,718
P75728	42,953
P0AB49	10,486
P0A6D5	31,228
P76221	26,160
P77721	28,261
P0ABU2	39,667
P76122	12,872
P52645	96,835
P0A8C1	11,437
P76135	28,725
P77286	50,539
P76163	11,308
P77427	27,022
P0ADD9	4,886
P31447	57,295
P76909	24,017
P46125	32,191
P0DSI0	3,574
P64564	21,167
P0AA60	24,134
P07813	97,234
P33226	43,607
P0A8F0	22,533
P60472	28,444
P71244	51,316
P64481	22,350
P76509	10,336
P0DPC8	7,104
P45422	24,900
P64423	36,612
P0A8H3	26,485
P64562	8,372
P0AE42	5,865
P37766	57,562
P0ADA5	20,950
P77562	40,414
P52124	54,027
P36677	13,945
P0AFT8	8,954
P45537	79,972
P0ADT5	45,026
Q46863	60,694
P0DPO3	6,428
P42589	12,315
P32693	9,749
P0AGK4	10,784
P76349	26,725
Q46819	17,513
Q46841	38,533
P0DSH8	1,763
P39187	20,421
P0DPP8	3,112
P42914	25,677
P77136	16,272
P43340	23,036
Q46796	11,291
P76512	13,102
Q46856	42,097
P0DPC4	3,949
P76655	91,792
P77475	20,780
P0AGJ7	17,726
P71311	20,487
P31446	15,729
P0DSH4	4,027
P0ADP2	17,163
P0ADK4	12,409
P77433	25,213
P77538	31,516
P37614	10,252
P64515	15,226
P0AF54	11,672
P64521	8,411
P0ACM9	26,939
A0A385XJL2	5,231
P0AD12	29,680
P65292	8,174
P0AD33	10,318
P17994	62,671
P33343	19,061
Q46824	16,064
P0DSG4	2,198
P46142	38,459
P42640	60,753
P39314	35,208
P64519	8,579
P39337	18,622
P0ACS5	16,179
P0DPP4	2,617
P0A8M0	52,570
P31142	30,812
P75948	32,397
P38684	26,233
P0A881	12,355
P0DPC5	5,511
P0DPN7	915
P36680	28,292
P0A8W5	20,686
P77509	55,016
P0AAI1	27,738
P64599	19,672
P08390	36,364
P38506	28,166
P0AC78	40,957
P76201	27,470
P37017	21,047
P75915	20,724
P0DSF2	2,400
P37645	74,457
P0AEH8	16,193
P77559	33,281
P37671	31,067
Q47272	5,494
P24178	13,601
P0DSH5	2,183
P52131	32,094
P33913	69,669
P33029	54,032
P0ADX7	16,624
P64590	14,281
P0DSG6	1,576
P65294	7,877
P76335	17,296
P76483	19,019
P0AFU6	8,442
P75977	12,156
P03813	25,248
P32135	46,335
P64572	28,151
P33361	41,139
P19934	43,157
P05852	36,008
P07604	57,656
P10908	27,410
Q47534	29,040
P75838	65,652
P77199	104,725
P77493	34,121
P0ADZ7	11,887
P0A8D6	18,880
P64585	15,147
P0DSE5	2,019
P42616	13,906
Q46835	14,670
P76584	32,716
P00579	70,263
P39286	39,193
P15082	28,236
P0DSG8	4,153
P77148	60,755
P76180	16,319
P0A8B5	12,015
P37056	29,912
P77234	37,031
P0AA95	12,854
P0A8H8	7,306
P75779	25,529
P0DSE7	2,006
P76115	77,261
C1P606	2,242
P75804	41,054
P76173	30,524
P76616	85,227
P0DPO8	4,013
P18390	17,353
P55914	8,697
P43531	45,258
Q46892	46,770
P0DSF7	1,230
P0DSH9	2,720
P52128	9,967
P0ADT8	23,076
P33915	38,092
P45552	33,504
P42599	36,214
P37197	51,571
P32704	49,378
P0AD10	9,123
P39267	32,899
P76352	60,061
P76394	17,428
P77544	24,326
Q46795	16,403
P76508	18,252
P76407	32,039
P64432	29,262
C1P614	4,791
P76561	24,855
P76586	44,521
Q2EET2	8,071
P77269	35,058
Q46953	12,308
P64524	13,899
P0ABF6	31,540
P33927	71,389
P08550	17,907
P0AFR2	59,429
P21169	79,416
P00370	48,581
P0A6P5	55,036
P0AB98	30,303
P39334	21,502
P39297	12,038
P0A6H1	46,356
P75975	7,402
P0AE98	15,056
P00936	97,586
P07862	32,840
P66817	21,106
P0A6J5	47,607
P76330	64,283
P0ABS5	65,565
P23840	31,078
P21515	22,961
P0CK95	167,246
P17445	52,911
P0AD14	62,092
P30847	51,991
Q47083	35,856
P0AEB2	44,444
P33224	60,590
P77434	46,216
P13016	20,536
P0A6C5	49,195
P0A903	36,842
P0ACJ8	23,640
P0ABJ3	22,623
P0AED9	53,465
P76016	70,562
P33997	8,133
P51981	34,674
P0AB85	38,549
P0ACI6	16,888
P0AFP2	14,450
P0AAE8	46,665
P0AE67	14,097
Q46925	43,234
P0ABI4	36,590
P0ABJ1	34,911
P0ACF0	9,535
P0ABN9	47,935
P38097	123,887
P0AE16	53,245
P76461	40,352
P05804	68,447
P28246	43,353
P0A6F1	41,431
P22255	27,176
P0ABJ9	58,205
P0AAM1	27,597
P0A6J8	39,316
P69908	52,685
P76345	20,337
P0AEA2	30,557
P0A9G4	15,235
P23845	52,558
P33013	43,346
P38054	114,707
P00816	17,049
P0A901	19,852
P0AE58	15,436
P76213	33,739
P33647	12,492
P0A6F5	57,329
P07363	71,382
P06282	28,451
P76291	37,007
P52106	24,935
P16701	30,292
P77214	12,251
P69488	12,331
P24244	3,597
P76217	53,026
P12996	38,648
P0A6G5	20,270
P0AGF2	15,940
P0A968	7,969
P21156	35,188
P23886	62,920
P00562	88,888
P30843	25,031
P0A9H9	23,976
P07330	37,468
P13656	97,058
P75734	11,999
P69330	10,689
P0A9F3	36,150
P0ABE9	23,764
P0ABJ6	12,029
P0AGI4	41,031
P71241	52,408
C1P609	3,092
P76193	36,082
P0AAJ1	22,752
P67601	17,615
P77692	12,905
P75994	9,701
O52982	16,735
P0A9E9	25,294
P76011	8,775
Q46867	13,201
P0AFV2	23,213
P64627	5,819
P39270	23,442
P37629	61,576
P0AEB5	38,755
P46887	8,629
P0AF70	11,958
P32157	25,343
P39279	32,947
P32677	32,149
P76486	32,136
P76516	12,133
P39309	12,247
Q46855	35,957
Q46919	12,787
P39172	33,777
P0AE39	28,721
P58095	10,073
C1P612	5,383
P14375	48,395
P0A8I1	15,186
P77585	37,409
P58036	7,888
P0AAA9	15,199
P0AD47	15,211
P0AG90	66,632
P21507	49,914
P52097	48,204
P06612	97,350
P45748	20,768
P60932	29,759
P12758	27,159
P67095	20,122
P45420	86,289
P64488	13,611
P0ACY6	15,256
P75972	12,883
P33218	23,687
P0AA91	20,921
P77549	40,465
P39325	34,345
A0A385XJN2	9,916
A0A385XK32	10,585
